session_id,user_id,role,fecha,hora_inicio,n_clics,duracion_min,M1_costo_clics,M2_tiempo_top1_s,M3_tasa_error,costo_sesion_total
syn_Reportes_69a4_20260514120500,syn_Reportes_69a4,Reportes,2026-05-14,12,4,2.62,2.0,157.0,0.0,8.0
syn_Reportes_69a4_20260515083700,syn_Reportes_69a4,Reportes,2026-05-15,8,9,11.27,2.0,226.0,0.0,18.0
syn_Reportes_69a4_20260516184000,syn_Reportes_69a4,Reportes,2026-05-16,18,6,6.97,2.0,0.0,0.0,12.0
syn_Reportes_69a4_20260517125100,syn_Reportes_69a4,Reportes,2026-05-17,12,7,5.95,2.0,137.0,0.0,14.0
syn_Reportes_69a4_20260518102800,syn_Reportes_69a4,Reportes,2026-05-18,10,4,2.93,2.0,0.0,0.0,8.0
syn_Reportes_69a4_20260519161200,syn_Reportes_69a4,Reportes,2026-05-19,16,7,6.4,2.0,0.0,0.0,14.0
syn_Reportes_69a4_20260520184100,syn_Reportes_69a4,Reportes,2026-05-20,18,8,10.93,2.0,0.0,0.0,16.0
syn_Reportes_69a4_20260521152600,syn_Reportes_69a4,Reportes,2026-05-21,15,5,5.32,2.0,217.0,0.0,10.0
syn_Reportes_69a4_20260522135100,syn_Reportes_69a4,Reportes,2026-05-22,13,7,6.35,2.0,381.0,0.0,14.0
syn_Reportes_69a4_20260523163600,syn_Reportes_69a4,Reportes,2026-05-23,16,6,5.83,2.0,81.0,0.1667,12.0
syn_Reportes_69a4_20260524141200,syn_Reportes_69a4,Reportes,2026-05-24,14,8,8.88,2.0,0.0,0.0,16.0
syn_Reportes_69a4_20260525120800,syn_Reportes_69a4,Reportes,2026-05-25,12,7,5.72,2.0,0.0,0.0,14.0
syn_Reportes_69a4_20260526150300,syn_Reportes_69a4,Reportes,2026-05-26,15,9,9.0,2.0,263.0,0.0,18.0
syn_Reportes_69a4_20260527111300,syn_Reportes_69a4,Reportes,2026-05-27,11,9,9.83,2.0,58.0,0.0,18.0
syn_Reportes_69a4_20260528093300,syn_Reportes_69a4,Reportes,2026-05-28,9,4,3.85,2.0,231.0,0.0,8.0
syn_Reportes_f207_20260508141800,syn_Reportes_f207,Reportes,2026-05-08,14,7,5.87,2.0,90.0,0.0,14.0
syn_Reportes_f207_20260509133500,syn_Reportes_f207,Reportes,2026-05-09,13,8,8.12,2.0,176.0,0.0,16.0
syn_Reportes_f207_20260510183400,syn_Reportes_f207,Reportes,2026-05-10,18,4,3.15,2.0,136.0,0.0,8.0
syn_Reportes_f207_20260511114800,syn_Reportes_f207,Reportes,2026-05-11,11,8,6.67,2.0,0.0,0.0,16.0
syn_Reportes_f207_20260512180800,syn_Reportes_f207,Reportes,2026-05-12,18,5,4.87,2.0,42.0,0.0,10.0
syn_Reportes_f207_20260513144100,syn_Reportes_f207,Reportes,2026-05-13,14,5,5.65,2.0,229.0,0.0,10.0
syn_Reportes_f207_20260514072500,syn_Reportes_f207,Reportes,2026-05-14,7,9,10.0,2.0,0.0,0.0,18.0
syn_Reportes_f207_20260515170400,syn_Reportes_f207,Reportes,2026-05-15,17,5,5.52,2.0,236.0,0.0,10.0
syn_Reportes_f207_20260516153000,syn_Reportes_f207,Reportes,2026-05-16,15,8,8.0,2.0,42.0,0.0,16.0
syn_Reportes_f207_20260517161300,syn_Reportes_f207,Reportes,2026-05-17,16,8,7.25,2.0,180.0,0.0,16.0
syn_Reportes_f207_20260518181600,syn_Reportes_f207,Reportes,2026-05-18,18,6,7.23,2.0,434.0,0.0,12.0
syn_Reportes_f207_20260519070600,syn_Reportes_f207,Reportes,2026-05-19,7,4,2.6,2.0,156.0,0.0,8.0
syn_Reportes_f207_20260520153300,syn_Reportes_f207,Reportes,2026-05-20,15,6,6.35,2.0,0.0,0.0,12.0
syn_Reportes_f207_20260521152300,syn_Reportes_f207,Reportes,2026-05-21,15,4,4.28,2.0,182.0,0.0,8.0
syn_Reportes_f207_20260522165900,syn_Reportes_f207,Reportes,2026-05-22,16,7,6.65,2.0,94.0,0.0,14.0
syn_Reportes_f207_20260523171200,syn_Reportes_f207,Reportes,2026-05-23,17,8,8.63,2.0,106.0,0.0,16.0
syn_Reportes_f207_20260524080500,syn_Reportes_f207,Reportes,2026-05-24,8,5,3.68,2.0,120.0,0.0,10.0
syn_Reportes_f207_20260525082200,syn_Reportes_f207,Reportes,2026-05-25,8,6,5.97,2.0,230.0,0.0,12.0
syn_Reportes_f207_20260526131100,syn_Reportes_f207,Reportes,2026-05-26,13,5,3.55,2.0,52.0,0.0,10.0
syn_Reportes_f207_20260527183300,syn_Reportes_f207,Reportes,2026-05-27,18,5,5.7,2.0,342.0,0.0,10.0
syn_Reportes_f207_20260528083000,syn_Reportes_f207,Reportes,2026-05-28,8,7,4.78,2.0,69.0,0.0,14.0
syn_Ventas_4aed_20260508174700,syn_Ventas_4aed,Ventas,2026-05-08,17,6,3.97,2.0,61.0,0.0,12.0
syn_Ventas_4aed_20260509150700,syn_Ventas_4aed,Ventas,2026-05-09,15,11,11.13,2.091,103.0,0.0,23.0
syn_Ventas_4aed_20260510091600,syn_Ventas_4aed,Ventas,2026-05-10,9,7,7.1,2.0,426.0,0.0,14.0
syn_Ventas_4aed_20260511092900,syn_Ventas_4aed,Ventas,2026-05-11,9,5,4.78,2.0,0.0,0.0,10.0
syn_Ventas_4aed_20260512071500,syn_Ventas_4aed,Ventas,2026-05-12,7,6,5.55,2.0,118.0,0.0,12.0
syn_Ventas_4aed_20260513103700,syn_Ventas_4aed,Ventas,2026-05-13,10,8,9.02,2.0,90.0,0.125,16.0
syn_Ventas_4aed_20260514112900,syn_Ventas_4aed,Ventas,2026-05-14,11,8,5.77,2.0,325.0,0.125,16.0
syn_Ventas_4aed_20260515150500,syn_Ventas_4aed,Ventas,2026-05-15,15,7,6.98,2.0,419.0,0.2857,14.0
syn_Ventas_4aed_20260516125600,syn_Ventas_4aed,Ventas,2026-05-16,12,6,5.68,2.0,61.0,0.0,12.0
syn_Ventas_4aed_20260517070500,syn_Ventas_4aed,Ventas,2026-05-17,7,11,13.55,2.0,0.0,0.1818,22.0
syn_Ventas_4aed_20260518111000,syn_Ventas_4aed,Ventas,2026-05-18,11,6,4.63,2.167,38.0,0.0,13.0
syn_Ventas_4aed_20260519122700,syn_Ventas_4aed,Ventas,2026-05-19,12,6,5.73,2.167,42.0,0.1667,13.0
syn_Ventas_4aed_20260520093900,syn_Ventas_4aed,Ventas,2026-05-20,9,9,8.12,2.0,285.0,0.0,18.0
syn_Ventas_4aed_20260521174400,syn_Ventas_4aed,Ventas,2026-05-21,17,5,4.25,2.0,107.0,0.0,10.0
syn_Ventas_4aed_20260522094700,syn_Ventas_4aed,Ventas,2026-05-22,9,12,12.82,2.0,103.0,0.0,24.0
syn_Ventas_4aed_20260523150100,syn_Ventas_4aed,Ventas,2026-05-23,15,11,10.02,2.091,44.0,0.0909,23.0
syn_Ventas_4aed_20260524132500,syn_Ventas_4aed,Ventas,2026-05-24,13,8,6.48,2.0,118.0,0.125,16.0
syn_Ventas_4aed_20260525125400,syn_Ventas_4aed,Ventas,2026-05-25,12,8,5.92,2.0,355.0,0.25,16.0
syn_Ventas_4aed_20260526122700,syn_Ventas_4aed,Ventas,2026-05-26,12,10,8.3,2.1,0.0,0.1,21.0
syn_Ventas_4aed_20260527174300,syn_Ventas_4aed,Ventas,2026-05-27,17,5,5.85,2.2,304.0,0.0,11.0
syn_Ventas_4aed_20260528170500,syn_Ventas_4aed,Ventas,2026-05-28,17,7,5.4,2.143,324.0,0.0,15.0
syn_Ventas_6a40_20260508070900,syn_Ventas_6a40,Ventas,2026-05-08,7,12,11.25,2.0,0.0,0.5,24.0
syn_Ventas_6a40_20260509123200,syn_Ventas_6a40,Ventas,2026-05-09,12,8,6.97,2.0,0.0,0.0,16.0
syn_Ventas_6a40_20260510092000,syn_Ventas_6a40,Ventas,2026-05-10,9,8,9.23,2.0,109.0,0.125,16.0
syn_Ventas_6a40_20260511071000,syn_Ventas_6a40,Ventas,2026-05-11,7,12,10.67,2.0,302.0,0.0,24.0
syn_Ventas_6a40_20260512120200,syn_Ventas_6a40,Ventas,2026-05-12,12,11,12.03,2.0,0.0,0.0,22.0
syn_Ventas_6a40_20260513161900,syn_Ventas_6a40,Ventas,2026-05-13,16,5,4.8,2.0,270.0,0.0,10.0
syn_Ventas_6a40_20260514102600,syn_Ventas_6a40,Ventas,2026-05-14,10,12,12.28,2.0,0.0,0.0833,24.0
syn_Ventas_6a40_20260515083900,syn_Ventas_6a40,Ventas,2026-05-15,8,8,11.25,2.0,38.0,0.0,16.0
syn_Ventas_6a40_20260516185500,syn_Ventas_6a40,Ventas,2026-05-16,18,9,10.65,2.111,0.0,0.0,19.0
syn_Ventas_6a40_20260517121900,syn_Ventas_6a40,Ventas,2026-05-17,12,5,4.12,2.0,39.0,0.0,10.0
syn_Ventas_6a40_20260518134400,syn_Ventas_6a40,Ventas,2026-05-18,13,12,11.13,2.083,95.0,0.0,25.0
syn_Ventas_6a40_20260519172600,syn_Ventas_6a40,Ventas,2026-05-19,17,10,8.18,2.0,54.0,0.3,20.0
syn_Ventas_6a40_20260520070800,syn_Ventas_6a40,Ventas,2026-05-20,7,9,7.25,2.0,127.0,0.1111,18.0
syn_Ventas_6a40_20260521133500,syn_Ventas_6a40,Ventas,2026-05-21,13,7,6.28,2.0,140.0,0.2857,14.0
syn_Ventas_6a40_20260522135800,syn_Ventas_6a40,Ventas,2026-05-22,13,8,7.57,2.0,108.0,0.0,16.0
syn_Ventas_6a40_20260523184100,syn_Ventas_6a40,Ventas,2026-05-23,18,12,12.15,2.083,33.0,0.0833,25.0
syn_Ventas_6a40_20260524181400,syn_Ventas_6a40,Ventas,2026-05-24,18,9,9.98,2.0,0.0,0.0,18.0
syn_Ventas_6a40_20260525165300,syn_Ventas_6a40,Ventas,2026-05-25,16,11,8.83,2.0,98.0,0.0,22.0
syn_Ventas_6a40_20260526130600,syn_Ventas_6a40,Ventas,2026-05-26,13,5,5.35,2.0,0.0,0.2,10.0
syn_Ventas_6a40_20260527113000,syn_Ventas_6a40,Ventas,2026-05-27,11,6,5.02,2.0,301.0,0.0,12.0
syn_Ventas_6a40_20260528121800,syn_Ventas_6a40,Ventas,2026-05-28,12,12,14.97,2.0,54.0,0.0,24.0
syn_Ventas_a940_20260508130600,syn_Ventas_a940,Ventas,2026-05-08,13,5,4.48,2.0,93.0,0.0,10.0
syn_Ventas_a940_20260509122900,syn_Ventas_a940,Ventas,2026-05-09,12,8,8.03,2.0,25.0,0.0,16.0
syn_Ventas_a940_20260510083600,syn_Ventas_a940,Ventas,2026-05-10,8,6,5.9,2.0,162.0,0.0,12.0
syn_Ventas_a940_20260511180900,syn_Ventas_a940,Ventas,2026-05-11,18,11,12.92,2.0,55.0,0.0909,22.0
syn_Ventas_a940_20260512074800,syn_Ventas_a940,Ventas,2026-05-12,7,12,14.37,2.083,25.0,0.0,25.0
syn_Ventas_a940_20260513140900,syn_Ventas_a940,Ventas,2026-05-13,14,9,12.28,2.0,175.0,0.0,18.0
syn_Ventas_a940_20260514085900,syn_Ventas_a940,Ventas,2026-05-14,8,7,5.17,2.0,36.0,0.1429,14.0
syn_Ventas_a940_20260515125200,syn_Ventas_a940,Ventas,2026-05-15,12,6,3.47,2.0,49.0,0.0,12.0
syn_Ventas_a940_20260516100500,syn_Ventas_a940,Ventas,2026-05-16,10,6,4.98,2.0,299.0,0.0,12.0
syn_Ventas_a940_20260517103100,syn_Ventas_a940,Ventas,2026-05-17,10,11,12.63,2.0,190.0,0.1818,22.0
syn_Ventas_a940_20260518163800,syn_Ventas_a940,Ventas,2026-05-18,16,5,4.97,2.0,0.0,0.2,10.0
syn_Ventas_a940_20260519183600,syn_Ventas_a940,Ventas,2026-05-19,18,6,2.95,2.0,21.0,0.0,12.0
syn_Ventas_a940_20260520182000,syn_Ventas_a940,Ventas,2026-05-20,18,9,11.52,2.111,673.0,0.0,19.0
syn_Ventas_a940_20260521172400,syn_Ventas_a940,Ventas,2026-05-21,17,9,9.58,2.222,59.0,0.0,20.0
syn_Ventas_a940_20260522124900,syn_Ventas_a940,Ventas,2026-05-22,12,8,9.07,2.25,273.0,0.125,18.0
syn_Ventas_a940_20260523080100,syn_Ventas_a940,Ventas,2026-05-23,8,6,4.47,2.167,139.0,0.0,13.0
syn_Ventas_a940_20260524081700,syn_Ventas_a940,Ventas,2026-05-24,8,11,11.97,2.091,530.0,0.1818,23.0
syn_Ventas_a940_20260525160900,syn_Ventas_a940,Ventas,2026-05-25,16,8,6.85,2.125,411.0,0.125,17.0
syn_Ventas_a940_20260526094500,syn_Ventas_a940,Ventas,2026-05-26,9,10,11.77,2.0,54.0,0.0,20.0
syn_Ventas_a940_20260527095600,syn_Ventas_a940,Ventas,2026-05-27,9,11,12.95,2.0,156.0,0.0,22.0
syn_Ventas_a940_20260528120000,syn_Ventas_a940,Ventas,2026-05-28,12,11,10.62,2.0,374.0,0.0,22.0
syn_Ventas_e0e2_20260508083800,syn_Ventas_e0e2,Ventas,2026-05-08,8,5,5.75,2.0,161.0,0.0,10.0
syn_Ventas_e0e2_20260509085400,syn_Ventas_e0e2,Ventas,2026-05-09,8,7,5.02,2.143,0.0,0.0,15.0
syn_Ventas_e0e2_20260510104500,syn_Ventas_e0e2,Ventas,2026-05-10,10,7,7.88,2.0,0.0,0.1429,14.0
syn_Ventas_e0e2_20260511071800,syn_Ventas_e0e2,Ventas,2026-05-11,7,9,9.78,2.0,587.0,0.2222,18.0
syn_Ventas_e0e2_20260512090400,syn_Ventas_e0e2,Ventas,2026-05-12,9,12,12.53,2.083,0.0,0.0,25.0
syn_Ventas_e0e2_20260513142200,syn_Ventas_e0e2,Ventas,2026-05-13,14,9,10.28,2.0,104.0,0.0,18.0
syn_Ventas_e0e2_20260514124700,syn_Ventas_e0e2,Ventas,2026-05-14,12,11,12.87,2.091,209.0,0.0,23.0
syn_Ventas_e0e2_20260515140700,syn_Ventas_e0e2,Ventas,2026-05-15,14,6,6.25,2.0,56.0,0.0,12.0
syn_Ventas_e0e2_20260516172200,syn_Ventas_e0e2,Ventas,2026-05-16,17,5,5.67,2.0,115.0,0.0,10.0
syn_Ventas_e0e2_20260517071700,syn_Ventas_e0e2,Ventas,2026-05-17,7,7,6.1,2.0,234.0,0.1429,14.0
syn_Ventas_e0e2_20260518083100,syn_Ventas_e0e2,Ventas,2026-05-18,8,12,10.42,2.167,151.0,0.0,26.0
syn_Ventas_e0e2_20260519163200,syn_Ventas_e0e2,Ventas,2026-05-19,16,8,10.38,2.0,623.0,0.0,16.0
syn_Ventas_e0e2_20260520132900,syn_Ventas_e0e2,Ventas,2026-05-20,13,10,7.87,2.0,291.0,0.0,20.0
syn_Ventas_e0e2_20260521135500,syn_Ventas_e0e2,Ventas,2026-05-21,13,5,5.55,2.0,105.0,0.0,10.0
syn_Ventas_e0e2_20260522121400,syn_Ventas_e0e2,Ventas,2026-05-22,12,10,7.55,2.0,27.0,0.1,20.0
syn_Ventas_e0e2_20260523083900,syn_Ventas_e0e2,Ventas,2026-05-23,8,11,10.97,2.091,62.0,0.0,23.0
syn_Ventas_e0e2_20260524081900,syn_Ventas_e0e2,Ventas,2026-05-24,8,11,9.98,2.0,0.0,0.0,22.0
syn_Ventas_e0e2_20260525145700,syn_Ventas_e0e2,Ventas,2026-05-25,14,8,8.73,2.0,0.0,0.25,16.0
syn_Ventas_e0e2_20260526121500,syn_Ventas_e0e2,Ventas,2026-05-26,12,11,8.57,2.091,132.0,0.0909,23.0
syn_Ventas_e0e2_20260527153500,syn_Ventas_e0e2,Ventas,2026-05-27,15,5,3.55,2.2,82.0,0.0,11.0
syn_Ventas_e0e2_20260528090400,syn_Ventas_e0e2,Ventas,2026-05-28,9,12,11.6,2.0,517.0,0.0,24.0
